store_nbr,family,city,state,store_type,cluster,mean_units,total_units,zero_share,group,lead_time,shelf_life,q_star
5,CLEANING,Santo Domingo,Santo Domingo de los Tsachilas,D,4,990.9376,1.667748e+06,0.002354326,grocery,2,0,0.98
5,DAIRY,Santo Domingo,Santo Domingo de los Tsachilas,D,4,517.69635,871283.0,0.002354326,perishable,1,5,0.5
5,DELI,Santo Domingo,Santo Domingo de los Tsachilas,D,4,246.7445,415271.0,0.002354326,perishable,1,3,0.5
5,EGGS,Santo Domingo,Santo Domingo de los Tsachilas,D,4,113.399284,190851.0,0.002354326,perishable,1,5,0.5
5,FROZEN FOODS,Santo Domingo,Santo Domingo de los Tsachilas,D,4,160.23125,269669.2,0.002354326,grocery,2,0,0.98
5,GROCERY I,Santo Domingo,Santo Domingo de los Tsachilas,D,4,3126.9646,5.2626815e+06,0.002354326,grocery,2,0,0.98
5,GROCERY II,Santo Domingo,Santo Domingo de los Tsachilas,D,4,19.75104,33241.0,0.004708652,grocery,3,0,0.98
5,HARDWARE,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1.0249554,1725.0,0.42201295,hardware,7,0,0.98
5,HOME AND KITCHEN I,Santo Domingo,Santo Domingo de los Tsachilas,D,4,22.825626,30107.0,0.11460674,hardware,7,0,0.98
5,HOME AND KITCHEN II,Santo Domingo,Santo Domingo de los Tsachilas,D,4,28.231995,37238.0,0.11460674,hardware,7,0,0.98
5,HOME APPLIANCES,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0.550208,926.0,0.6238964,hardware,7,0,0.98
5,HOME CARE,Santo Domingo,Santo Domingo de los Tsachilas,D,4,181.41243,239283.0,0.2059925,grocery,2,0,0.98
5,LADIESWEAR,Santo Domingo,Santo Domingo de los Tsachilas,D,4,11.230477,14813.0,0.22846442,hardware,7,0,0.98
5,LAWN AND GARDEN,Santo Domingo,Santo Domingo de los Tsachilas,D,4,2.9565735,4970.0,0.30583382,hardware,7,0,0.98
5,LINGERIE,Santo Domingo,Santo Domingo de los Tsachilas,D,4,18.752823,31561.0,0.003531489,hardware,7,0,0.98
5,"LIQUOR,WINE,BEER",Santo Domingo,Santo Domingo de los Tsachilas,D,4,65.60547,110414.0,0.10888758,grocery,2,0,0.98
5,MAGAZINES,Santo Domingo,Santo Domingo de los Tsachilas,D,4,4.980288,6569.0,0.22846442,grocery,3,0,0.98
5,MEATS,Santo Domingo,Santo Domingo de los Tsachilas,D,4,283.4845,477104.4,0.002354326,perishable,1,3,0.5
5,PERSONAL CARE,Santo Domingo,Santo Domingo de los Tsachilas,D,4,267.4783,450166.0,0.002354326,grocery,2,0,0.98
5,PET SUPPLIES,Santo Domingo,Santo Domingo de los Tsachilas,D,4,2.4253223,3199.0,0.30037454,grocery,3,0,0.98
5,PLAYERS AND ELECTRONICS,Santo Domingo,Santo Domingo de los Tsachilas,D,4,6.0833964,8024.0,0.22921348,hardware,7,0,0.98
5,POULTRY,Santo Domingo,Santo Domingo de los Tsachilas,D,4,249.33475,419630.38,0.002354326,perishable,1,3,0.5
5,PREPARED FOODS,Santo Domingo,Santo Domingo de los Tsachilas,D,4,87.93293,147991.12,0.002354326,perishable,1,2,0.5
5,PRODUCE,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1027.0697,1.6535822e+06,0.023370234,perishable,1,4,0.5618265777321704
5,SCHOOL AND OFFICE SUPPLIES,Santo Domingo,Santo Domingo de los Tsachilas,D,4,0.71378404,813.0,0.75238097,grocery,3,0,0.98
5,SEAFOOD,Santo Domingo,Santo Domingo de los Tsachilas,D,4,13.285201,22358.994,0.002354326,perishable,1,2,0.5
6,AUTOMOTIVE,Quito,Pichincha,D,13,5.3642306,9028.0,0.030606238,hardware,7,0,0.98
6,BABY CARE,Quito,Pichincha,D,13,0.3243243,12.0,0.5660377,grocery,3,0,0.98
6,BEAUTY,Quito,Pichincha,D,13,5.667855,9539.0,0.028251912,grocery,3,0,0.98
6,BEVERAGES,Quito,Pichincha,D,13,3008.3813,5.063106e+06,0.002354326,grocery,2,0,0.98
6,BOOKS,Quito,Pichincha,D,13,0.24675325,76.0,0.86728394,grocery,3,0,0.98
6,BREAD/BAKERY,Quito,Pichincha,D,13,546.1098,919102.75,0.002354326,perishable,1,2,0.5
6,CELEBRATION,Quito,Pichincha,D,13,11.943139,15753.0,0.22846442,grocery,3,0,0.98
6,CLEANING,Quito,Pichincha,D,13,1236.558,2.081127e+06,0.002354326,grocery,2,0,0.98
6,DAIRY,Quito,Pichincha,D,13,957.8336,1.612034e+06,0.002354326,perishable,1,5,0.5
6,DELI,Quito,Pichincha,D,13,341.86594,575360.4,0.002354326,perishable,1,3,0.5
6,EGGS,Quito,Pichincha,D,13,205.00772,345028.0,0.002354326,perishable,1,5,0.5
6,FROZEN FOODS,Quito,Pichincha,D,13,224.9777,378637.47,0.002354326,grocery,2,0,0.98
6,GROCERY I,Quito,Pichincha,D,13,4638.53,7.806646e+06,0.002354326,grocery,2,0,0.98
6,GROCERY II,Quito,Pichincha,D,13,35.218063,59272.0,0.002354326,grocery,3,0,0.98
6,HARDWARE,Quito,Pichincha,D,13,0.93281806,1569.0,0.48233217,hardware,7,0,0.98
6,HOME AND KITCHEN I,Quito,Pichincha,D,13,22.2373,29331.0,0.11460674,hardware,7,0,0.98
6,HOME AND KITCHEN II,Quito,Pichincha,D,13,37.49583,49457.0,0.11460674,hardware,7,0,0.98
6,HOME APPLIANCES,Quito,Pichincha,D,13,0.40752158,661.0,0.7307692,hardware,7,0,0.98
6,HOME CARE,Quito,Pichincha,D,13,258.02197,340331.0,0.2059925,grocery,2,0,0.98
6,LADIESWEAR,Quito,Pichincha,D,13,24.605762,32455.0,0.22696629,hardware,7,0,0.98
6,LAWN AND GARDEN,Quito,Pichincha,D,13,7.7902555,13111.0,0.079458505,hardware,7,0,0.98
6,LINGERIE,Quito,Pichincha,D,13,8.150327,13717.0,0.02295468,hardware,7,0,0.98
6,"LIQUOR,WINE,BEER",Quito,Pichincha,D,13,93.43018,157243.0,0.108299,grocery,2,0,0.98
6,MAGAZINES,Quito,Pichincha,D,13,4.670963,6161.0,0.29138577,grocery,3,0,0.98
6,MEATS,Quito,Pichincha,D,13,495.6187,834126.3,0.002354326,perishable,1,3,0.5
6,PERSONAL CARE,Quito,Pichincha,D,13,321.56445,541193.0,0.002354326,grocery,2,0,0.98
6,PET SUPPLIES,Quito,Pichincha,D,13,7.5435934,9950.0,0.22397004,grocery,3,0,0.98
6,PLAYERS AND ELECTRONICS,Quito,Pichincha,D,13,9.920394,13085.0,0.22771536,hardware,7,0,0.98
6,POULTRY,Quito,Pichincha,D,13,631.46747,1.0627598e+06,0.002354326,perishable,1,3,0.5
6,PREPARED FOODS,Quito,Pichincha,D,13,140.70006,236798.19,0.002354326,perishable,1,2,0.5
6,PRODUCE,Quito,Pichincha,D,13,1797.1328,2.8933838e+06,0.0067650676,perishable,1,4,0.5618265777321704
6,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,D,13,0.46169773,446.0,0.7830957,grocery,3,0,0.98
6,SEAFOOD,Quito,Pichincha,D,13,43.482086,73180.35,0.002354326,perishable,1,2,0.5
7,AUTOMOTIVE,Quito,Pichincha,D,8,4.248366,7150.0,0.06533255,hardware,7,0,0.98
7,BABY CARE,Quito,Pichincha,D,8,0.1632653,48.0,0.8129032,grocery,3,0,0.98
7,BEAUTY,Quito,Pichincha,D,8,3.6494355,6142.0,0.048852265,grocery,3,0,0.98
7,BEVERAGES,Quito,Pichincha,D,8,3323.0,5.592609e+06,0.002354326,grocery,2,0,0.98
7,BOOKS,Quito,Pichincha,D,8,0.6850649,211.0,0.7314815,grocery,3,0,0.98
7,BREAD/BAKERY,Quito,Pichincha,D,8,643.01715,1.0821979e+06,0.002354326,perishable,1,2,0.5
7,CELEBRATION,Quito,Pichincha,D,8,14.378317,18965.0,0.22696629,grocery,3,0,0.98
7,CLEANING,Quito,Pichincha,D,8,1052.1384,1.770749e+06,0.002354326,grocery,2,0,0.98
7,DAIRY,Quito,Pichincha,D,8,1225.9703,2.063308e+06,0.002354326,perishable,1,5,0.5
7,DELI,Quito,Pichincha,D,8,169.10686,284606.84,0.002354326,perishable,1,3,0.5
7,EGGS,Quito,Pichincha,D,8,285.07428,479780.0,0.002354326,perishable,1,5,0.5
7,FROZEN FOODS,Quito,Pichincha,D,8,257.80527,433886.25,0.002354326,grocery,2,0,0.98
7,GROCERY I,Quito,Pichincha,D,8,3712.4028,6.247974e+06,0.002354326,grocery,2,0,0.98
7,GROCERY II,Quito,Pichincha,D,8,40.05704,67416.0,0.002354326,grocery,3,0,0.98
7,HARDWARE,Quito,Pichincha,D,8,2.052381,3448.0,0.22995283,hardware,7,0,0.98
7,HOME AND KITCHEN I,Quito,Pichincha,D,8,18.497347,24398.0,0.117603,hardware,7,0,0.98
7,HOME AND KITCHEN II,Quito,Pichincha,D,8,17.713419,23364.0,0.115355805,hardware,7,0,0.98
7,HOME APPLIANCES,Quito,Pichincha,D,8,0.7748069,1304.0,0.53148913,hardware,7,0,0.98
7,HOME CARE,Quito,Pichincha,D,8,192.04094,253302.0,0.2059925,grocery,2,0,0.98
7,LADIESWEAR,Quito,Pichincha,D,8,9.289614,12253.0,0.23071161,hardware,7,0,0.98
7,LAWN AND GARDEN,Quito,Pichincha,D,8,19.04278,32049.0,0.011183049,hardware,7,0,0.98
7,LINGERIE,Quito,Pichincha,D,8,8.909685,14995.0,0.025897587,hardware,7,0,0.98
7,"LIQUOR,WINE,BEER",Quito,Pichincha,D,8,159.43137,268323.0,0.108299,grocery,2,0,0.98
7,MAGAZINES,Quito,Pichincha,D,8,8.470053,11172.0,0.21797752,grocery,3,0,0.98
7,MEATS,Quito,Pichincha,D,8,522.884,880013.7,0.002354326,perishable,1,3,0.5
7,PERSONAL CARE,Quito,Pichincha,D,8,213.42424,359193.0,0.002354326,grocery,2,0,0.98
7,PET SUPPLIES,Quito,Pichincha,D,8,4.913571,6481.0,0.23445693,grocery,3,0,0.98
7,PLAYERS AND ELECTRONICS,Quito,Pichincha,D,8,8.823351,11638.0,0.22921348,hardware,7,0,0.98
7,POULTRY,Quito,Pichincha,D,8,605.2488,1.0186337e+06,0.002354326,perishable,1,3,0.5
7,PREPARED FOODS,Quito,Pichincha,D,8,179.51765,302128.22,0.002354326,perishable,1,2,0.5
7,PRODUCE,Quito,Pichincha,D,8,3463.872,5.576834e+06,0.020910209,perishable,1,4,0.5618265777321704
7,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,D,8,0.47349823,536.0,0.7151568,grocery,3,0,0.98
7,SEAFOOD,Quito,Pichincha,D,8,57.599995,96940.79,0.002354326,perishable,1,2,0.5
8,AUTOMOTIVE,Quito,Pichincha,D,8,5.282234,8890.0,0.033549145,hardware,7,0,0.98
8,BABY CARE,Quito,Pichincha,D,8,0.35588974,142.0,0.6987952,grocery,3,0,0.98
8,BEAUTY,Quito,Pichincha,D,8,7.1919193,12104.0,0.013537375,grocery,3,0,0.98
8,BEVERAGES,Quito,Pichincha,D,8,3771.331,6.34715e+06,0.002354326,grocery,2,0,0.98
8,BOOKS,Quito,Pichincha,D,8,1.0325733,317.0,0.51702785,grocery,3,0,0.98
8,BREAD/BAKERY,Quito,Pichincha,D,8,753.23114,1.267688e+06,0.002354326,perishable,1,2,0.5
8,CELEBRATION,Quito,Pichincha,D,8,18.935556,24976.0,0.22696629,grocery,3,0,0.98
8,CLEANING,Quito,Pichincha,D,8,1262.0653,2.124056e+06,0.002354326,grocery,2,0,0.98
8,DAIRY,Quito,Pichincha,D,8,1410.4652,2.373813e+06,0.002354326,perishable,1,5,0.5
8,DELI,Quito,Pichincha,D,8,278.69925,469050.84,0.002354326,perishable,1,3,0.5
8,EGGS,Quito,Pichincha,D,8,327.24063,550746.0,0.002354326,perishable,1,5,0.5
8,FROZEN FOODS,Quito,Pichincha,D,8,237.71573,400075.56,0.002354326,grocery,2,0,0.98
8,GROCERY I,Quito,Pichincha,D,8,4699.9204,7.909966e+06,0.002354326,grocery,2,0,0.98
8,GROCERY II,Quito,Pichincha,D,8,41.499107,69843.0,0.002354326,grocery,3,0,0.98
8,HARDWARE,Quito,Pichincha,D,8,2.3906064,4021.0,0.16372202,hardware,7,0,0.98
8,HOME AND KITCHEN I,Quito,Pichincha,D,8,37.943897,50048.0,0.11460674,hardware,7,0,0.98
8,HOME AND KITCHEN II,Quito,Pichincha,D,8,32.80667,43272.0,0.11460674,hardware,7,0,0.98
8,HOME APPLIANCES,Quito,Pichincha,D,8,1.2095882,1968.0,0.42604992,hardware,7,0,0.98
